400.2787968,0
403.1548056,0.025936599
404.6955246,0.855907781
406.0308144,0.008645533
407.3888245,0.048352688
409.835988,0.021399536
412.2831515,0.009767122
414.730315,0.033883101
417.1774785,0.040692319
419.624642,0.036436558
422.0718056,0.039557449
424.5189691,0.035585406
426.9661326,0.040408601
429.4132961,0.046082949
431.8604596,0.048352688
433.866471,0.07204611
435.8180484,2.536023055
437.5641966,0.054755043
440.759236,0.060552537
443.2063995,0.053743319
445.6535631,0.063105993
448.1007266,0.054594471
450.5478901,0.056296776
452.9950536,0.060552537
455.4422171,0.066226885
457.8893806,0.067929189
460.3365442,0.06452458
462.7837077,0.067078037
465.2308712,0.07105008
467.6780347,0.077859298
470.1251982,0.078143015
472.5723617,0.069915211
475.0195252,0.069064059
477.4666888,0.071333798
479.9138523,0.070198928
482.3610158,0.081263907
484.8081793,0.102542712
487.2553428,0.11247282
489.7025063,0.10594732
492.1496698,0.10055669
494.5968334,0.08637082
497.0439969,0.083533646
499.4911604,0.073603537
501.9383239,0.068212906
504.3854874,0.070482646
506.8326509,0.067929189
509.2798145,0.069631493
511.726978,0.071617515
514.1741415,0.067929189
516.621305,0.067361754
519.0684685,0.071617515
521.515632,0.075305841
523.9627955,0.077291863
526.4099591,0.080696472
528.8571226,0.087505689
531.3042861,0.09289632
533.7514496,0.105096168
536.1986131,0.116728581
538.6457766,0.156449017
541.0929401,0.275326607
542.2303742,0.371757925
544.4900954,0.363112392
546.0308144,2.354466859
546.8525312,0.253602305
548.5986794,0.23054755
550.8815942,0.220569149
553.3287577,0.208369301
555.7759212,0.199574062
558.2230848,0.204964692
560.6702483,0.216029671
563.1174118,0.226810932
565.5645753,0.237024758
568.0117388,0.248657172
570.4589023,0.258303563
572.9060658,0.266531368
575.920763,0.276657061
576.8451944,0.659942363
577.8723404,0.282420749
579.2076302,0.634005764
580.3374908,0.322766571
582.6947199,0.333204956
585.8840792,0.334293948
587.1166544,0.391930836
590.0362104,0.312493586
592.483374,0.31533076
594.9305375,0.287526455
597.377701,0.27504289
599.8248645,0.271638281
602.272028,0.243550258
604.7191915,0.239861932
607.1663551,0.241847954
609.3030081,0.276657061
611.4600147,1.011527378
612.8980191,0.386167147
614.5078456,0.319870239
616.9550091,0.231634128
619.4021726,0.212625062
621.8493361,0.206099562
624.2964997,0.187657931
626.7436632,0.171769757
629.1908267,0.172904626
631.1812179,0.216138329
632.1056493,0.144092219
634.0851537,0.122970364
636.5323172,0.113323973
638.9794807,0.107365907
641.4266443,0.102258994
643.8738078,0.097152081
646.3209713,0.091194016
648.7681348,0.091477733
651.2152983,0.092045168
653.6624618,0.079277885
656.1096254,0.072468667
658.5567889,0.067929189
661.0039524,0.064240863
663.4511159,0.063389711
665.8982794,0.05686421
668.3454429,0.056296776
670.7926064,0.05147358
673.23977,0.050622428
675.6869335,0.049203841
678.134097,0.044096928
680.5812605,0.041827188
683.028424,0.041827188
685.4755875,0.03842258
687.922751,0.042110906
690.3699146,0.036436558
692.8170781,0.038706297
695.2642416,0.039557449
697.7114051,0.028776188
699.8248645,0.030478492
